,Total_floor,Curent_floor,Price,TotalSq,LiveSq,KichSq,RoomSq,new_or_not,house_type,pass_elevator,gruz_elevator,balkon,lodgya,visokiy_potolok,sovmest_sanuz,razdeln_sanuz,exist_sanuz,do_metro_peshkom,do_metro_mashina,past_year,future_year,latitude,longitude,sell_type,phone,status_doma,repair,parking,view_window,otdelka,metro_name
43,22,2,2390000.0,24.0,18.0,2.5,18,вторичка,,2,2,1,0,,1.0,,,,,,,55.503757,37.535412,свободная,,,отсутствует,наземная,двор,,"Бунинская аллея,"
44,3,2,2390000.0,26.0,24.0,,24,вторичка,,0,0,0,0,,1.0,,,9.0,,,,55.618862,37.432816,свободная,,,евроремонт,наземная,,,"Саларьево,"
45,3,2,2400000.0,36.7,16.5,12.4,16.46,новостройка,монолитный,0,0,1,0,,,,нет,,30.0,,['2017'],55.49766,36.917628,переуступка,,,,наземная,улица,,"Саларьево,"
46,24,1,2401000.0,24.5,10.2,7.3,10.2,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
47,12,1,2440000.0,18.0,14.0,2.5,14,вторичка,,2,1,0,0,2.64,1.0,,,9.0,,,,55.544377,37.55999,свободная,,,отсутствует,наземная,улица,,"Улица Скобелевская,"
48,18,6,2443430.0,22.9,11.2,5.0,11.2,новостройка,монолитный,1,1,1,0,,1.0,,,,30.0,2002.0,['2018'],55.966409,37.150548,свободная,,,,,двор,,"Пятницкое шоссе,"
49,18,17,2445370.0,25.2,16.4,,16.36,новостройка,монолитный,1,1,1,0,,1.0,,,,30.0,,['2018'],55.966409,37.150548,свободная,,,,,двор,,"Пятницкое шоссе,"
50,10,1,2490000.0,19.0,16.0,3.0,16,вторичка,панельный дом,1,1,0,0,2.64,1.0,,,14.0,,,,55.529456,37.517761,свободная,,,косметический,наземная,двор,,"Бунинская аллея,"
51,12,10,2490000.0,28.5,26.2,,26.2,вторичка,,1,1,0,1,,1.0,,,,15.0,1998.0,,55.570014,37.322368,свободная,,,отсутствует,,двор,,"Румянцево,"
52,9,1,2490000.0,17.0,14.0,3.0,14,вторичка,,1,0,0,0,2.64,1.0,,,10.0,,,,55.855219,37.442266,свободная,,,отсутствует,наземная,двор,,"Сходненская,"
53,9,1,2490000.0,16.3,12.0,2.5,12,вторичка,,1,0,0,0,2.64,1.0,,,5.0,,1966.0,,55.855219,37.442266,свободная,,,косметический,наземная,двор,,"Сходненская,"
54,7,5,2500000.0,30.2,21.5,,21.5,новостройка,монолитный,1,1,0,0,,1.0,,,,35.0,1966.0,['2017'],55.585328,37.125779,214-ФЗ,,,,,улица,,"Саларьево,"
55,18,11,2510000.0,25.1,16.4,,16.36,новостройка,монолитный,1,1,1,0,,1.0,,,,30.0,,['2018'],55.966409,37.150548,свободная,,,,,двор,,"Пятницкое шоссе,"
56,23,6,5300000.0,38.5,19.0,7.0,19,новостройка,,1,1,0,1,,1.0,,,,30.0,,['2016'],55.652675,37.407647,предварительный договор,,,,,двор,есть,"Юго-Западная,"
57,17,12,10600000.0,74.0,43.3,10.0,43.3,вторичка,,1,1,0,1,2.64,,1.0,,8.0,,,,55.567326,37.588242,свободная,да,,косметический,наземная,двор и улица,,"Бульвар Дмитрия Донского,"
58,8,7,8200000.0,42.0,26.0,6.0,26,вторичка,,1,0,1,0,,1.0,,,10.0,,1990.0,,55.810683,37.5228,альтернатива,да,,косметический,наземная,,,"Сокол,"
59,17,13,2511650.0,26.3,16.2,3.4,16.2,новостройка,панельный дом,1,1,0,1,2.8,,1.0,,,20.0,1960.0,['2018'],55.518826,37.345122,переуступка,,,,открытая,,,"Теплый Стан,"
60,16,15,2550000.0,28.0,16.0,4.0,16,вторичка,,1,1,1,0,,1.0,,,,,,,55.431335,36.865826,свободная,,,отсутствует,наземная,улица,,
61,18,3,2564352.0,26.9,17.5,,17.83,новостройка,монолитный,1,1,1,0,,1.0,,,,30.0,2015.0,['2018'],55.966409,37.150548,свободная,,,,,двор,,"Пятницкое шоссе,"
62,9,1,2590000.0,17.0,14.0,2.5,14,вторичка,,1,0,0,0,2.64,1.0,,,7.0,,,,55.855219,37.442266,свободная,,,косметический,наземная,двор,,"Сходненская,"
63,9,1,2590000.0,17.0,,,,вторичка,,0,0,0,0,,1.0,,,8.0,,1966.0,,55.563661,37.58031,свободная,,,отсутствует,,,,"Улица Старокачаловская,"
64,4,3,2600000.0,29.0,16.0,10.0,16,новостройка,кирпичный,0,0,0,1,,,1.0,,,15.0,1982.0,['2017'],55.552113,37.339166,переуступка,,,,,двор,,"Саларьево,"
65,12,10,2600000.0,28.3,1.0,19.5,19.5,новостройка,монолитный,1,1,0,1,,1.0,,,,,,['2017'],55.551401,37.322658,переуступка,,,,,,,
66,14,1,2610000.0,20.0,16.0,4.0,,вторичка,,1,1,0,0,2.64,1.0,,,,,,,55.588272,37.646265,свободная,нет,,отсутствует,,двор,,
67,18,15,2645020.0,27.0,11.5,9.1,11.54,новостройка,монолитный,1,1,1,0,,1.0,,,,30.0,2002.0,['2018'],55.966409,37.150548,свободная,,,,,двор,,"Пятницкое шоссе,"
68,5,2,2650000.0,18.0,13.0,3.0,13,вторичка,,0,0,0,0,2.64,1.0,,,5.0,,,,55.842085,37.547135,альтернатива,да,,косметический,наземная,двор,,"Лихоборы,"
69,17,4,2650000.0,42.0,19.0,11.0,19,новостройка,,1,1,0,1,,,1.0,,,20.0,1963.0,['2017'],55.492212,37.314813,переуступка,,,,подземная,улица,,"Теплый Стан,"
70,9,1,2690000.0,18.0,13.0,2.5,13,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
71,5,4,2700000.0,17.7,13.4,3.0,13.4,вторичка,,0,0,0,0,,1.0,,,18.0,,1972.0,,55.766344,37.726754,свободная,нет,,косметический,,двор,,"Соколиная гора,"
72,2,2,2700000.0,31.0,18.0,5.0,18,вторичка,кирпичный,0,0,0,0,,1.0,,,,,1962.0,,55.417817,37.4023,свободная,,,косметический,наземная,двор,,
73,5,4,2700000.0,13.0,9.0,2.0,9,вторичка,,0,0,0,0,,1.0,,,18.0,,1967.0,,55.766344,37.726754,свободная,,,отсутствует,,двор,,"Соколиная гора,"
74,9,1,2700000.0,19.1,16.1,3.0,19.1,вторичка,,0,0,0,0,2.64,1.0,,,30.0,,1962.0,,55.616676,37.648385,свободная,нет,,косметический,,двор,,"Алма-Атинская,"
75,12,1,2750000.0,49.6,35.1,,34,новостройка,монолитный,1,1,1,0,,1.0,,,,20.0,1968.0,['2018'],55.549832,37.314193,214-ФЗ,,,,,двор,,"Саларьево,"
76,12,7,2750000.0,48.0,35.0,1.0,35.0,новостройка,,0,0,0,1,,1.0,,,,25.0,,['2017'],55.548706,37.311112,переуступка,,,,,двор,,"Теплый Стан,"
77,18,10,2755446.0,29.2,13.8,8.9,13.75,новостройка,монолитный,1,1,1,0,,1.0,,,,30.0,,['2018'],55.966409,37.150548,свободная,,,,,двор,,"Пятницкое шоссе,"
78,9,3,2784500.0,12.7,8.6,2.0,8.6,вторичка,панельный дом,2,0,0,0,2.45,1.0,,,,7.0,,,55.869319,37.500324,свободная,да,,евроремонт,на крыше,двор,,"Речной вокзал,"
79,8,2,2790000.0,14.5,10.0,2.0,,вторичка,,0,0,0,0,,1.0,,,3.0,,1974.0,,55.820834,37.642689,альтернатива,,,косметический,,двор,,"ВДНХ,"
80,8,2,2790000.0,14.5,10.0,3.0,,вторичка,кирпичный,1,0,0,0,3.0,1.0,,,,,1959.0,,55.820834,37.642689,альтернатива,,,косметический,,двор,,"ВДНХ,"
81,3,2,2800000.0,34.0,19.0,7.0,19,вторичка,,0,0,1,0,,1.0,,,,35.0,,,56.005848,37.798376,свободная,да,,косметический,,двор,,"Медведково,"
82,3,3,2800000.0,51.2,28.4,10.2,28.4,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,1966.0,['2016'],55.49766,36.917628,свободная,,,,,улица,,"Саларьево,"
83,3,3,2800000.0,51.7,31.4,10.2,31.400000000000002,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,улица,,"Саларьево,"
84,13,11,12970000.0,68.3,37.1,12.4,37.2,новостройка,,2,1,0,1,,,2.0,,8.0,,,['2017'],55.821947,37.43092,переуступка,,,,подземная,двор и улица,есть,"Спартак,"
85,12,5,12000000.0,74.0,44.0,12.0,44,вторичка,,1,1,0,1,2.65,,1.0,,10.0,,,,55.696996,37.746966,альтернатива,да,,косметический,,двор и улица,,"Волжская,"
86,11,5,39000000.0,93.0,56.0,15.0,,вторичка,кирпичный,1,0,1,0,,1.0,,,5.0,,1998.0,,55.765584,37.580202,свободная,,,,,двор,,"Баррикадная,"
87,24,9,2831400.0,22.0,,,,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
88,21,4,2835810.0,24.3,10.0,7.3,10,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
89,5,1,2850000.0,13.0,9.0,2.0,9,вторичка,,0,0,0,0,,1.0,,,10.0,,,,55.809479,37.788091,свободная,нет,,евроремонт,,улица,,"Щелковская,"
90,2,2,2850000.0,44.5,27.0,8.0,27,вторичка,кирпичный,0,0,0,0,2.7,,1.0,,,25.0,,,55.27788,37.11688,свободная,нет,,косметический,наземная,двор,,"Теплый Стан,"
91,18,3,2850000.0,28.0,12.0,9.0,12,новостройка,,1,1,0,1,,1.0,,,,34.0,,['2017'],55.967823,37.150537,переуступка,,,,,двор,,"Митино,"
92,21,6,2872540.0,24.2,12.3,3.5,12.3,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
93,18,2,2893860.0,23.3,11.2,5.0,11.2,новостройка,монолитный,1,1,0,0,,1.0,,,,5.0,,['2018'],55.541158,37.484935,свободная,,,,,двор,,"Бунинская аллея,"
94,17,4,2900000.0,43.0,20.0,10.0,,новостройка,кирпично-монолитный,1,0,0,1,,1.0,,,,28.0,,[],55.492212,37.314813,свободная,,,,,двор,,"Теплый Стан,"
95,5,4,2950000.0,27.8,16.5,5.8,16.5,вторичка,,0,0,1,0,,1.0,,,,40.0,,,55.412804,37.191995,альтернатива,нет,,евроремонт,наземная,двор,,"Теплый Стан,"
96,21,4,2961530.0,24.7,11.7,4.5,11.7,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,1964.0,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
97,3,3,2990000.0,53.6,,,,новостройка,кирпичный,0,0,0,1,,,1.0,,,,,['2016'],55.49524,36.916641,214-ФЗ,,,,,,,
98,18,9,2999900.0,22.9,10.0,6.4,10,новостройка,монолитный,1,1,0,0,,1.0,,,,5.0,,['2018'],55.541158,37.484935,свободная,,,,,двор,,"Бунинская аллея,"
99,5,1,3000000.0,30.2,18.0,6.0,18,вторичка,,0,0,0,0,,1.0,,,,35.0,,,55.465381,36.944051,свободная,,,косметический,наземная,улица,,"Саларьево,"
100,4,1,3000000.0,43.0,32.0,8.0,32,вторичка,кирпичный,0,0,0,1,3.0,,1.0,,,,,,55.444032,37.330866,свободная,да,,косметический,наземная,двор,,
101,9,5,3000000.0,29.7,16.2,6.4,16.2,вторичка,,1,0,1,0,,1.0,,,,,2008.0,,55.428562,36.865647,альтернатива,,,косметический,,двор,,
102,16,7,3005730.0,27.3,17.9,,17.9,новостройка,монолитный,1,1,0,1,,1.0,,,,20.0,1983.0,['2019'],55.925023,37.548865,свободная,,,,,двор,,"Алтуфьево,"
103,21,8,3020880.0,24.6,,,,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
104,17,1,3021000.0,31.8,15.7,7.2,15.7,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
105,39,31,3023453.0,18.0,13.0,,,новостройка,монолитный,1,1,0,0,,1.0,,,10.0,,,['2019'],55.808169,37.759937,свободная,,,,,двор,есть,"Черкизовская,"
106,17,7,3032260.0,24.2,12.3,3.5,12.3,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
107,18,5,3038300.0,23.0,14.1,5.1,14.1,новостройка,монолитный,1,1,0,0,,1.0,,,,5.0,,['2018'],55.541158,37.484935,свободная,,,,,двор,,"Бунинская аллея,"
108,21,2,3041640.0,25.2,11.7,4.5,11.7,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
109,25,11,3041680.0,19.3,7.7,5.1,7.7,новостройка,монолитный,1,2,1,0,,1.0,,,1.0,,,['2018'],55.618842,37.414769,свободная,,,,,двор,,"Саларьево,"
110,13,1,3048540.0,32.8,17.8,6.0,17.83,новостройка,монолитный,1,1,0,0,2.8,,1.0,,,20.0,,['2018'],55.516569,37.355069,переуступка,,,,подземная,,,"Теплый Стан,"
111,3,2,3050000.0,54.7,31.4,7.6,31.44,новостройка,монолитный,0,0,1,0,,,1.0,,,55.0,,['2017'],55.49766,36.917628,переуступка,,,,наземная,двор и улица,,"Саларьево,"
112,9,5,4644900.0,39.7,17.7,10.3,17.7,вторичка,панельный дом,1,1,0,1,,1.0,,,,20.0,,,55.701623,37.940256,свободная,нет,,,,двор и улица,,"Лермонтовский проспект,"
113,7,2,150000083767950.0,168.0,105.0,25.0,98,вторичка,кирпично-монолитный,1,1,0,0,,,,нет,10.0,,,,55.739407,37.641845,свободная,нет,,отсутствует,,двор,,"Таганская,"
114,16,2,13500000.0,95.0,64.0,10.0,64,вторичка,панельный дом,1,1,1,1,2.7,,1.0,,8.0,,,,55.659261,37.765597,свободная,,,отсутствует,,двор,,"Братиславская,"
115,15,2,30552003215948.0,31.0,,,,новостройка,кирпично-монолитный,1,1,1,0,,,1.0,,10.0,,1999.0,['2019'],55.590994,37.452291,свободная,,,,,улица,,"Саларьево,"
116,18,12,3090000.0,24.4,24.4,,24.4,новостройка,монолитный,2,1,1,0,,1.0,,,11.0,,,['2018'],55.849168,37.622475,214-ФЗ,,апартаменты,,подземная,,,"Ботанический сад,"
117,13,3,3097710.0,32.8,17.8,6.0,17.83,новостройка,монолитный,1,1,0,0,2.8,,1.0,,,20.0,,['2018'],55.518242,37.355143,переуступка,,,,подземная,,,"Теплый Стан,"
118,5,4,3100000.0,18.0,13.0,3.0,,вторичка,кирпичный,0,0,0,0,,1.0,,,,23.0,,,55.696585,37.459289,свободная,нет,,,,двор,,"Кунцевская,"
119,5,3,3100000.0,30.2,18.0,6.0,18,вторичка,,0,0,0,0,,1.0,,,,35.0,,,55.465453,36.939479,свободная,,,косметический,наземная,улица,,"Саларьево,"
120,3,2,3100000.0,63.7,31.3,10.7,31.3,новостройка,монолитный,1,1,1,0,,,1.0,,,37.0,,['2016'],55.49766,36.917628,свободная,,,,,улица,,"Саларьево,"
121,4,4,3100000.0,33.0,17.0,8.0,17,вторичка,,1,0,1,0,,,1.0,,,,,,55.419028,37.409442,альтернатива,,,косметический,,улица,,
122,3,2,3100000.0,25.0,17.0,5.0,17,вторичка,,0,0,0,0,,,,нет,,,,,55.510808,37.588099,свободная,да,,косметический,,двор,,
123,9,4,3100000.0,51.0,23.0,12.0,23,вторичка,,1,1,0,0,,,,нет,,,1961.0,,55.420352,37.411777,свободная,да,,отсутствует,наземная,улица,,
124,13,4,3109350.0,32.7,17.8,6.0,17.71,новостройка,монолитный,1,1,0,0,2.8,,,нет,,20.0,2015.0,['2018'],55.516569,37.355069,переуступка,,,,подземная,,,"Теплый Стан,"
125,24,2,3113550.0,25.5,,,,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
126,11,3,3133680.0,26.4,11.6,6.5,11.6,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
127,8,1,3150000.0,40.3,20.0,11.0,20,новостройка,кирпичный,1,1,0,0,,1.0,,,,20.0,,['2017'],55.519412,37.395328,переуступка,,,,,двор,,"Теплый Стан,"
128,3,1,3150000.0,39.0,,9.0,16,новостройка,кирпичный,0,0,0,0,,1.0,,,,20.0,,[],55.519412,37.395328,свободная,,,,,двор,,"Теплый Стан,"
129,3,3,3150000.0,37.0,20.0,,20,вторичка,,0,0,0,0,,1.0,,,5.0,,,,55.860812,37.362846,свободная,,,отсутствует,наземная,,,"Пятницкое шоссе,"
130,16,2,3155030.0,27.7,10.9,7.0,10.9,новостройка,монолитный,1,1,0,1,,1.0,,,,20.0,,['2019'],55.925023,37.548865,свободная,,,,,двор,,"Алтуфьево,"
131,25,3,3159720.0,20.1,7.3,5.5,7.3,новостройка,монолитный,1,2,1,0,,1.0,,,1.0,,,['2018'],55.618842,37.414769,свободная,,,,,двор,,"Саларьево,"
132,11,9,3160080.0,22.8,10.9,3.9,10.9,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
133,12,12,31651003331663.0,37.0,,,,новостройка,кирпично-монолитный,1,1,1,0,,,1.0,,10.0,,,['2019'],55.59315,37.45829,свободная,,,,,улица,,"Саларьево,"
134,11,10,3170200.0,26.2,,,,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2018'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
135,15,4,3170454.0,17.8,12.0,,12,новостройка,,2,0,0,0,,,1.0,,10.0,,,[],55.649182,37.533798,предварительный договор,,,,,,есть,"Беляево,"
136,15,4,3170454.0,17.8,17.8,,17.8,вторичка,,2,0,0,0,,,1.0,,10.0,,,,55.648997,37.533921,свободная,нет,,евроремонт,,улица,,"Беляево,"
137,25,1,3171440.0,23.2,7.3,5.5,7.3,новостройка,монолитный,1,2,1,0,,1.0,,,1.0,,1973.0,['2019'],55.618842,37.414769,свободная,,,,,двор,,"Саларьево,"
138,9,9,31741003341114.0,31.0,,,,новостройка,кирпично-монолитный,1,1,1,0,,,1.0,,10.0,,,['2019'],55.593265,37.460141,свободная,,,,,улица,,"Саларьево,"
139,17,10,3176370.0,26.1,14.4,3.4,14.4,новостройка,кирпично-монолитный,2,1,0,0,,1.0,,,,15.0,,['2017'],55.57668,37.481457,свободная,,,,,двор,,"Теплый Стан,"
140,39,26,68500000.0,121.0,121.0,,121,вторичка,,2,2,0,0,,2.0,,,16.0,,,,55.716336,37.503729,свободная,,,отсутствует,подземная,,,"Минская,"
141,17,5,12746925.0,92.0,47.4,14.5,47.4,новостройка,монолитный,1,1,1,0,,2.0,,,3.0,,,['2019'],55.869347,37.669356,свободная,,,,,двор,,"Бабушкинская,"
142,22,9,42100000.0,122.0,73.0,15.0,59,вторичка,монолитный,1,1,0,1,,,,нет,15.0,,,,55.721027,37.463898,свободная,нет,,отсутствует,,двор,,"Славянский бульвар,"
143,15,2,3189226.0,17.8,12.0,,12,вторичка,,2,0,0,0,,,1.0,,11.0,,,,55.648997,37.533921,свободная,,,евроремонт,,,,"Беляево,"
144,9,1,3190000.0,23.0,15.0,5.0,15,вторичка,,1,0,0,0,2.64,1.0,,,16.0,,1973.0,,55.60669,37.617986,свободная,,,косметический,наземная,двор,,"Пражская,"
145,9,1,3190000.0,23.0,15.0,5.0,15,вторичка,,0,0,0,0,2.64,1.0,,,16.0,,1972.0,,55.60669,37.617986,свободная,,,косметический,,двор,,"Пражская,"
